"intercept","loc","studyName","block","geno","Test_weight","Grain_Yield","Plant_height"
1,"Lexington, KY","ABBmid_2014_Lexington","1","KY204605",683.4957182,5135.21,81.28
1,"Lexington, KY","ABBmid_2014_Lexington","1","KY224410",705.3778787,5083.4275,76.2
1,"Lexington, KY","ABBmid_2014_Lexington","1","KY225203",738.8447123,5683.2975,93.98
1,"Lexington, KY","ABBmid_2014_Lexington","1","KY716704",725.9728532,4486.2475,73.66
1,"Lexington, KY","ABBmid_2014_Lexington","1","MADISON",697.6547632,5484.91,88.9
1,"Lexington, KY","ABBmid_2014_Lexington","1","ROANE",728.0323507,4322.9645,74.676
1,"Lexington, KY","ABBmid_2014_Lexington","1","SALUDA",695.0803914,4049.795,81.28
1,"Lexington, KY","ABBmid_2014_Lexington","1","SHIRLEY",694.0506427,5491.635,72.644
1,"Lexington, KY","ABBmid_2014_Lexington","1","TRIBUTE",743.993456,4922.7,68.58
1,"Lexington, KY","ABBmid_2014_Lexington","1","USG3555",660.3263718,4230.025,71.12
1,"Lexington, KY","ABBmid_2014_Lexington","1","VA07MAS4-7454-3-3-4",737.5575264,5656.3975,68.58
1,"Lexington, KY","ABBmid_2014_Lexington","1","VA08MAS1-85-8-2",701.516321,4456.6575,63.5
1,"Lexington, KY","ABBmid_2014_Lexington","1","VA08MAS5-39-6-4",700.229135,4761.3,73.66
1,"Lexington, KY","ABBmid_2014_Lexington","1","VA10W-21",728.5472251,5574.3525,78.74
1,"Lexington, KY","ABBmid_2014_Lexington","1","VA11W-108",709.2394364,5887.065,78.74
1,"Lexington, KY","ABBmid_2014_Lexington","1","VA11W-278",722.1112955,5384.7075,76.2
1,"Lexington, KY","ABBmid_2014_Lexington","1","VA11W-301",686.07009,5331.58,76.2
1,"Lexington, KY","ABBmid_2014_Lexington","1","VA11W-31",718.2497378,5189.01,76.2
1,"Lexington, KY","ABBmid_2014_Lexington","1","VA11W-313",662.9007437,5123.7775,73.66
1,"Lexington, KY","ABBmid_2014_Lexington","1","VA11W-FHB4",746.5678278,6192.38,78.74
1,"Lexington, KY","ABBmid_2014_Lexington","1","VA12FHB-55",700.229135,4937.495,73.66
1,"Lexington, KY","ABBmid_2014_Lexington","1","VA12W-102",683.4957182,3975.1475,68.58
1,"Lexington, KY","ABBmid_2014_Lexington","1","VA12W-241",714.3881801,4788.8725,58.42
1,"Lexington, KY","ABBmid_2014_Lexington","1","VA12W-26",710.5266223,5037.6975,71.12
1,"Lexington, KY","ABBmid_2014_Lexington","1","VA12W-272",713.1009941,4649.665,73.66
1,"Lexington, KY","ABBmid_2014_Lexington","1","VA12W-45",709.2394364,4225.99,66.04
1,"Lexington, KY","ABBmid_2014_Lexington","1","VA12W-97",711.8138082,4311.3975,71.12
1,"Lexington, KY","ABBmid_2014_Lexington","1","VA13FHB-26",710.5266223,4972.465,78.74
1,"Lexington, KY","ABBmid_2014_Lexington","1","VA13FHB-5",711.8138082,4152.6875,68.58
1,"Lexington, KY","ABBmid_2014_Lexington","1","VA13W-154",707.9522505,4386.045,76.2
1,"Lexington, KY","ABBmid_2014_Lexington","1","VA13W-165",686.07009,4098.215,76.2
1,"Lexington, KY","ABBmid_2014_Lexington","1","VA13W-174",711.8138082,4414.29,81.28
1,"Lexington, KY","ABBmid_2014_Lexington","1","VA13W-47",733.6959687,4341.66,76.2
1,"Lexington, KY","ABBmid_2014_Lexington","1","VA13W-97",682.2085323,5782.155,73.66
1,"Ithaca, NE","CSR-Val_2015_Mead","1","N14A1028",722,2227.5,100.5
1,"Ithaca, NE","CSR-Val_2015_Mead","1","N14A1030",686.25,1693,99.5
1,"Ithaca, NE","CSR-Val_2015_Mead","1","N14A1074",694.5,3053.25,101.5
1,"Ithaca, NE","CSR-Val_2015_Mead","1","N14A1076",682.5,2782.75,102.75
1,"Ithaca, NE","CSR-Val_2015_Mead","1","N14A1079",690.25,2846.5,85.5
1,"Ithaca, NE","CSR-Val_2015_Mead","1","N14A1081",694.5,2459.75,100
1,"Ithaca, NE","CSR-Val_2015_Mead","1","N14A1105",749.25,3347.5,105.5
1,"Ithaca, NE","CSR-Val_2015_Mead","1","N14A1120",707.25,3105.5,101
1,"Ithaca, NE","CSR-Val_2015_Mead","1","N14A1124",736.75,2999.5,99.5
1,"Ithaca, NE","CSR-Val_2015_Mead","1","N14A1151",645,2780.75,101
1,"Ithaca, NE","CSR-Val_2015_Mead","1","N14A1152",672.75,3006.25,98
1,"Ithaca, NE","CSR-Val_2015_Mead","1","N14A1172",727.25,3370.5,98
1,"Ithaca, NE","CSR-Val_2015_Mead","1","N14A1173",729,2901.75,118.5
1,"Ithaca, NE","CSR-Val_2015_Mead","1","N14A122",702.75,3002.75,104.5
1,"Ithaca, NE","CSR-Val_2015_Mead","1","N14A123",725,3078.5,107.5
1,"Ithaca, NE","CSR-Val_2015_Mead","1","N14A1246",651.75,3053.25,94
1,"Ithaca, NE","CSR-Val_2015_Mead","1","N14A1248",701.25,2945.5,116
1,"Ithaca, NE","CSR-Val_2015_Mead","1","N14A1256",715.5,3073.25,116.5
1,"Ithaca, NE","CSR-Val_2015_Mead","1","N14A1341",673.5,2449.25,96
1,"Ithaca, NE","CSR-Val_2015_Mead","1","N14A1383",713.75,2856.25,95.75
1,"Ithaca, NE","CSR-Val_2015_Mead","1","N14A1384",721,3066.5,101.5
1,"Ithaca, NE","CSR-Val_2015_Mead","1","N14A1434",697.75,2804.25,107.5
1,"Ithaca, NE","CSR-Val_2015_Mead","1","N14A1436",681.5,2730.25,106.75
1,"Ithaca, NE","CSR-Val_2015_Mead","1","N14A1649",642.75,2574,100
1,"Ithaca, NE","CSR-Val_2015_Mead","1","N14A1681",704.25,3429.75,105
1,"Ithaca, NE","CSR-Val_2015_Mead","1","N14A1721",640.75,2054.5,95
1,"Ithaca, NE","CSR-Val_2015_Mead","1","N14A1723",656.5,2617.75,96
1,"Ithaca, NE","CSR-Val_2015_Mead","1","N14A215",708.25,3238.25,101.75
1,"Ithaca, NE","CSR-Val_2015_Mead","1","N14A268",729.75,3683.75,98
1,"Ithaca, NE","CSR-Val_2015_Mead","1","N14A361",713,3409.5,106.5
1,"Ithaca, NE","CSR-Val_2015_Mead","1","N14A387",692,2549,101.5
1,"Ithaca, NE","CSR-Val_2015_Mead","1","N14A388",691.25,3248.25,110
1,"Ithaca, NE","CSR-Val_2015_Mead","1","N14A399",695,3054.75,107.75
1,"Ithaca, NE","CSR-Val_2015_Mead","1","N14A404",616.75,1027.5,79.75
1,"Ithaca, NE","CSR-Val_2015_Mead","1","N14A408",713,2849.75,103.75
1,"Ithaca, NE","CSR-Val_2015_Mead","1","N14A411",705.25,2163.75,123.5
1,"Ithaca, NE","CSR-Val_2015_Mead","1","N14A418",684.75,2669.75,111
1,"Ithaca, NE","CSR-Val_2015_Mead","1","N14A420",624.25,2335.25,106
1,"Ithaca, NE","CSR-Val_2015_Mead","1","N14A434",667.5,3142.5,99.5
1,"Ithaca, NE","CSR-Val_2015_Mead","1","N14A445",718.5,3645,106.5
1,"Ithaca, NE","CSR-Val_2015_Mead","1","N14A446",707.5,3380.75,105.5
1,"Ithaca, NE","CSR-Val_2015_Mead","1","N14A482",713.25,2634.5,93.5
1,"Ithaca, NE","CSR-Val_2015_Mead","1","N14A483",725.75,3041.75,100
1,"Ithaca, NE","CSR-Val_2015_Mead","1","N14A530",717.75,3192.75,89.5
1,"Ithaca, NE","CSR-Val_2015_Mead","1","N14A531",727,3115.25,121.25
1,"Ithaca, NE","CSR-Val_2015_Mead","1","N14A554",705.25,2969,102
1,"Ithaca, NE","CSR-Val_2015_Mead","1","N14A555",701.25,3130.25,90.5
1,"Ithaca, NE","CSR-Val_2015_Mead","1","N14A580",710.75,3312,99
1,"Ithaca, NE","CSR-Val_2015_Mead","1","N14A582",722.75,3895.5,101
1,"Ithaca, NE","CSR-Val_2015_Mead","1","N14A593",699.25,3261.5,107.5
1,"Ithaca, NE","CSR-Val_2015_Mead","1","N14A618",674.5,3248,101
1,"Ithaca, NE","CSR-Val_2015_Mead","1","N14A619",654.25,2345.5,104
1,"Ithaca, NE","CSR-Val_2015_Mead","1","N14A63",666.25,2895.25,101.5
1,"Ithaca, NE","CSR-Val_2015_Mead","1","N14A638",689.75,2962.25,101.5
1,"Ithaca, NE","CSR-Val_2015_Mead","1","N14A719",622.25,2345.25,86.5
1,"Ithaca, NE","CSR-Val_2015_Mead","1","N14A845",717.75,3519,109.75
1,"Ithaca, NE","CSR-Val_2015_Mead","1","N14A846",700,3678.5,105.5
1,"Ithaca, NE","CSR-Val_2015_Mead","1","N14A887",681.75,3302.25,99
1,"Ithaca, NE","CSR-Val_2015_Mead","1","N14A888",660.5,3031.25,98
1,"Ithaca, NE","CSR-Val_2015_Mead","1","N14A893",719.25,3454.75,105.75
1,"Ithaca, NE","CSR-Val_2015_Mead","1","N14A89",725.25,3206,102.5
1,"Ithaca, NE","CSR-Val_2015_Mead","1","N14A897",693.75,3182.5,101.75
1,"Ithaca, NE","CSR-Val_2015_Mead","1","N14A898",696.5,2873.25,103.5
1,"Ithaca, NE","CSR-Val_2015_Mead","1","N14A901",687.25,3224.5,105.5
1,"Ithaca, NE","CSR-Val_2015_Mead","1","N14A94",720.75,3191,103.25
1,"Ithaca, NE","CSR-Val_2015_Mead","1","N14A944",720,2792.5,110.5
1,"Ithaca, NE","CSR-Val_2015_Mead","1","N14A947",673.75,3108.75,107
1,"Ithaca, NE","CSR-Val_2015_Mead","1","N14A957",687,2697,106
1,"Ithaca, NE","CSR-Val_2015_Mead","1","N14A996",705.5,2165.25,106
1,"Ithaca, NE","CSR-Val_2015_Mead","1","N14A998",721,3233,96
1,"Ithaca, NE","CSR-Val_2015_Mead","1","NE14401",672.25,3352.25,119.75
1,"Ithaca, NE","CSR-Val_2015_Mead","1","NE14404",700,3567.5,102
1,"Ithaca, NE","CSR-Val_2015_Mead","1","NE14412",724.5,3275,117.75
1,"Ithaca, NE","CSR-Val_2015_Mead","1","NE14413",693.25,3045,104.5
1,"Ithaca, NE","CSR-Val_2015_Mead","1","NE14419",716,3145.75,117
1,"Ithaca, NE","CSR-Val_2015_Mead","1","NE14420",689,2987.5,103.5
1,"Ithaca, NE","CSR-Val_2015_Mead","1","NE14429",711,3055,104.25
1,"Ithaca, NE","CSR-Val_2015_Mead","1","NE14453",722.25,3875.5,110.5
1,"Ithaca, NE","CSR-Val_2015_Mead","1","NE14496",711.5,3011.25,101
1,"Ithaca, NE","CSR-Val_2015_Mead","1","NE14500",686,2943.5,111.75
1,"Ithaca, NE","CSR-Val_2015_Mead","1","NE14510",687.75,3241.5,97
1,"Ithaca, NE","CSR-Val_2015_Mead","1","NE14512",680,3181,102.5
1,"Ithaca, NE","CSR-Val_2015_Mead","1","NE14537",688.5,3431.75,96
1,"Ithaca, NE","CSR-Val_2015_Mead","1","NE14542",688.25,3034.5,99.25
1,"Ithaca, NE","CSR-Val_2015_Mead","1","NE14552",742.75,3078.25,99
1,"Ithaca, NE","CSR-Val_2015_Mead","1","NE14572",740.25,3765.75,105.75
1,"Ithaca, NE","CSR-Val_2015_Mead","1","NE14574",706,3157.25,92.5
1,"Ithaca, NE","CSR-Val_2015_Mead","1","NE14575",703.75,3092,101.5
1,"Ithaca, NE","CSR-Val_2015_Mead","1","NE14578",737.75,3267,110.5
1,"Ithaca, NE","CSR-Val_2015_Mead","1","NE14583",704.25,2969.25,101
1,"Ithaca, NE","CSR-Val_2015_Mead","1","NE14586",744,3503.75,100.5
1,"Ithaca, NE","CSR-Val_2015_Mead","1","NE14604",742.25,3460,96
1,"Ithaca, NE","CSR-Val_2015_Mead","1","NE14609V",716.5,2876.75,101.5
1,"Ithaca, NE","CSR-Val_2015_Mead","1","NE14612",705,3394.5,99.25
1,"Ithaca, NE","CSR-Val_2015_Mead","1","NE14628",718.75,3228,108
1,"Ithaca, NE","CSR-Val_2015_Mead","1","NE14648",702,3219.5,83
1,"Ithaca, NE","CSR-Val_2015_Mead","1","NE14650",686,3120.25,108
1,"Ithaca, NE","CSR-Val_2015_Mead","1","NE14680",695.5,3382.75,95.5
1,"Ithaca, NE","CSR-Val_2015_Mead","1","NE14686",704,2938.75,102
1,"Ithaca, NE","CSR-Val_2015_Mead","1","NE14696",714,3673.5,107
1,"Ithaca, NE","CSR-Val_2015_Mead","1","NE14697",689,2959.25,95
1,"Ithaca, NE","CSR-Val_2015_Mead","1","NE14699",701.75,3308.75,104.75
1,"Ithaca, NE","CSR-Val_2015_Mead","1","NE14A219",735,3315.5,115.75
1,"Ithaca, NE","CSR-Val_2015_Mead","1","NE14A264",737,3629.75,92
1,"Ithaca, NE","CSR-Val_2015_Mead","1","NE14A318",660.75,3342.25,111.5
1,"Ithaca, NE","CSR-Val_2015_Mead","1","NE14A320",710.25,3377.5,112.5
1,"Ithaca, NE","CSR-Val_2015_Mead","1","NE14A373",697.5,3135.5,111
1,"Ithaca, NE","CSR-Val_2015_Mead","1","NE14A436",660,3034.75,101
1,"Ithaca, NE","CSR-Val_2015_Mead","1","NE14A458",689.25,3426,106.5
1,"Ithaca, NE","CSR-Val_2015_Mead","1","NE14A462",697.5,3446.75,104.5
1,"Ithaca, NE","CSR-Val_2015_Mead","1","NE14A51",712.75,3546,102.75
1,"Ithaca, NE","CSR-Val_2015_Mead","1","NE14A598",684.75,3155.75,100.5
1,"Ithaca, NE","CSR-Val_2015_Mead","1","NE14A628",736,3458.25,108.5
1,"Ithaca, NE","CSR-Val_2015_Mead","1","NE14A636",729,3417.75,111.75
1,"Ithaca, NE","CSR-Val_2015_Mead","1","NE14A680",690.25,3189.25,104.75
1,"Ithaca, NE","CSR-Val_2015_Mead","1","NE14A86",699.25,3280,104
1,"Ithaca, NE","HWWpanel_2012_Mead","4","2145",224,NA,35.1
1,"Ithaca, NE","HWWpanel_2012_Mead","1","2145",223,NA,35.6
1,"Ithaca, NE","HWWpanel_2012_Mead","2","2145",212,NA,33.1
1,"Ithaca, NE","HWWpanel_2012_Mead","3","2145",171,NA,31.6
1,"Ithaca, NE","HWWpanel_2012_Mead","4","2174-05",153,NA,34.8
1,"Ithaca, NE","HWWpanel_2012_Mead","1","2174-05",90.03,3162,66
1,"Ithaca, NE","HWWpanel_2012_Mead","2","2174-05",180,NA,29.5
1,"Ithaca, NE","HWWpanel_2012_Mead","3","2174-05",134,NA,31.2
1,"Ithaca, NE","HWWpanel_2012_Mead","4","2180",149,NA,35
1,"Ithaca, NE","HWWpanel_2012_Mead","1","2180",177,NA,31.5
1,"Ithaca, NE","HWWpanel_2012_Mead","2","2180",221,NA,26.7
1,"Ithaca, NE","HWWpanel_2012_Mead","3","2180",164,NA,31.6
1,"Ithaca, NE","HWWpanel_2012_Mead","4","ABOVE",161,NA,33.1
1,"Ithaca, NE","HWWpanel_2012_Mead","1","ABOVE",181,NA,30.3
1,"Ithaca, NE","HWWpanel_2012_Mead","2","ABOVE",222,NA,29.3
1,"Ithaca, NE","HWWpanel_2012_Mead","3","ABOVE",200,NA,31.1
1,"Ithaca, NE","HWWpanel_2012_Mead","4","AGATE",168,NA,35.8
1,"Ithaca, NE","HWWpanel_2012_Mead","2","AGATE",174,NA,31.9
1,"Ithaca, NE","HWWpanel_2012_Mead","1","AGATE",133,NA,35.3
1,"Ithaca, NE","HWWpanel_2012_Mead","3","AGATE",193,NA,34.9
1,"Ithaca, NE","HWWpanel_2012_Mead","4","ALICE",182,NA,29.5
1,"Ithaca, NE","HWWpanel_2012_Mead","2","ALICE",231,NA,29.7
1,"Ithaca, NE","HWWpanel_2012_Mead","3","ALICE",202,NA,29.9
1,"Ithaca, NE","HWWpanel_2012_Mead","1","ALICE",213,NA,28
1,"Ithaca, NE","HWWpanel_2012_Mead","4","ALLIANCE",223,NA,34.8
1,"Ithaca, NE","HWWpanel_2012_Mead","1","ALLIANCE",168,NA,30.9
1,"Ithaca, NE","HWWpanel_2012_Mead","2","ALLIANCE",252,NA,28.2
1,"Ithaca, NE","HWWpanel_2012_Mead","3","ALLIANCE",185,NA,33.9
1,"Ithaca, NE","HWWpanel_2012_Mead","4","ANTELOPE",195,NA,35.8
1,"Ithaca, NE","HWWpanel_2012_Mead","2","ANTELOPE",203,NA,29.6
1,"Ithaca, NE","HWWpanel_2012_Mead","1","ANTELOPE",248,NA,31.5
1,"Ithaca, NE","HWWpanel_2012_Mead","3","ANTELOPE",202,NA,32.5
1,"Ithaca, NE","HWWpanel_2012_Mead","4","ANTON",179,NA,35.1
1,"Ithaca, NE","HWWpanel_2012_Mead","2","ANTON",147,NA,33.3
1,"Ithaca, NE","HWWpanel_2012_Mead","3","ANTON",179,NA,33.4
1,"Ithaca, NE","HWWpanel_2012_Mead","1","ANTON",140,NA,32.8
1,"Ithaca, NE","HWWpanel_2012_Mead","4","ARAPAHOE",111,NA,30.7
1,"Ithaca, NE","HWWpanel_2012_Mead","2","ARAPAHOE",235,NA,26.8
1,"Ithaca, NE","HWWpanel_2012_Mead","1","ARAPAHOE",200,NA,29.7
1,"Ithaca, NE","HWWpanel_2012_Mead","3","ARAPAHOE",168,NA,27.6
1,"Ithaca, NE","HWWpanel_2012_Mead","4","ARLIN",237,NA,38.3
1,"Ithaca, NE","HWWpanel_2012_Mead","2","ARLIN",161,NA,34.8
1,"Ithaca, NE","HWWpanel_2012_Mead","3","ARLIN",172,NA,35.2
1,"Ithaca, NE","HWWpanel_2012_Mead","1","ARLIN",158,NA,34.2
1,"Ithaca, NE","HWWpanel_2012_Mead","4","AVALANCHE",192,NA,35.5
1,"Ithaca, NE","HWWpanel_2012_Mead","1","AVALANCHE",107,NA,36.1
1,"Ithaca, NE","HWWpanel_2012_Mead","2","AVALANCHE",217,NA,32.2
1,"Ithaca, NE","HWWpanel_2012_Mead","3","AVALANCHE",207,NA,33.6
1,"Ithaca, NE","HWWpanel_2012_Mead","4","BAKERS_WHITE",132,NA,35.3
1,"Ithaca, NE","HWWpanel_2012_Mead","1","BAKERS_WHITE",190,NA,34.6
1,"Ithaca, NE","HWWpanel_2012_Mead","2","BAKERS_WHITE",209,NA,32.8
1,"Ithaca, NE","HWWpanel_2012_Mead","3","BAKERS_WHITE",153,NA,36.5
1,"Ithaca, NE","HWWpanel_2012_Mead","4","BENNETT",250,NA,31.7
1,"Ithaca, NE","HWWpanel_2012_Mead","1","BENNETT",132,NA,32.7
1,"Ithaca, NE","HWWpanel_2012_Mead","2","BENNETT",205,NA,28.8
1,"Ithaca, NE","HWWpanel_2012_Mead","3","BENNETT",197,NA,29.5
1,"Ithaca, NE","HWWpanel_2012_Mead","4","BIG_SKY",135,NA,33.7
1,"Ithaca, NE","HWWpanel_2012_Mead","1","BIG_SKY",164,NA,30.9
1,"Ithaca, NE","HWWpanel_2012_Mead","2","BIG_SKY",183,NA,27.9
1,"Ithaca, NE","HWWpanel_2012_Mead","3","BIG_SKY",138,NA,29.8
1,"Ithaca, NE","HWWpanel_2012_Mead","4","BILL_BROWN",143,NA,31.8
1,"Ithaca, NE","HWWpanel_2012_Mead","1","BILL_BROWN",219,NA,31
1,"Ithaca, NE","HWWpanel_2012_Mead","2","BILL_BROWN",254,NA,30
1,"Ithaca, NE","HWWpanel_2012_Mead","3","BILL_BROWN",198,NA,32.5
1,"Ithaca, NE","HWWpanel_2012_Mead","4","BILLINGS",83,NA,39.6
1,"Ithaca, NE","HWWpanel_2012_Mead","1","BILLINGS",151,NA,37.3
1,"Ithaca, NE","HWWpanel_2012_Mead","2","BILLINGS",186,NA,33.6
1,"Ithaca, NE","HWWpanel_2012_Mead","3","BILLINGS",140,NA,38.8
1,"Ithaca, NE","HWWpanel_2012_Mead","4","BISON",145,NA,37.3
1,"Ithaca, NE","HWWpanel_2012_Mead","1","BISON",180,NA,34.9
1,"Ithaca, NE","HWWpanel_2012_Mead","2","BISON",167,NA,30.5
1,"Ithaca, NE","HWWpanel_2012_Mead","3","BISON",172,NA,34.8
1,"Ithaca, NE","HWWpanel_2012_Mead","4","BOND_CL",169,NA,33.3
1,"Ithaca, NE","HWWpanel_2012_Mead","1","BOND_CL",189,NA,31.8
1,"Ithaca, NE","HWWpanel_2012_Mead","2","BOND_CL",200,NA,29.6
1,"Ithaca, NE","HWWpanel_2012_Mead","3","BOND_CL",190,NA,30.9
1,"Ithaca, NE","HWWpanel_2012_Mead","1","BRONZE",184,NA,28.3
1,"Ithaca, NE","HWWpanel_2012_Mead","4","BRONZE",209,NA,28.3
1,"Ithaca, NE","HWWpanel_2012_Mead","2","BRONZE",267,NA,28.2
1,"Ithaca, NE","HWWpanel_2012_Mead","3","BRONZE",195,NA,31
1,"Ithaca, NE","HWWpanel_2012_Mead","4","BUCKSKIN",136,NA,31.4
1,"Ithaca, NE","HWWpanel_2012_Mead","1","BUCKSKIN",156,NA,31.3
1,"Ithaca, NE","HWWpanel_2012_Mead","2","BUCKSKIN",204,NA,29.65
1,"Ithaca, NE","HWWpanel_2012_Mead","3","BUCKSKIN",170,NA,29.5
1,"Ithaca, NE","HWWpanel_2012_Mead","4","BURCHETT",157,NA,36.4
1,"Ithaca, NE","HWWpanel_2012_Mead","1","BURCHETT",187,NA,33.3
1,"Ithaca, NE","HWWpanel_2012_Mead","2","BURCHETT",221,NA,30.4
1,"Ithaca, NE","HWWpanel_2012_Mead","3","BURCHETT",196,NA,31.7
1,"Ithaca, NE","HWWpanel_2012_Mead","4","BYRD",173,NA,33.8
1,"Ithaca, NE","HWWpanel_2012_Mead","1","BYRD",176,NA,34.6
1,"Ithaca, NE","HWWpanel_2012_Mead","2","BYRD",234,NA,31.5
1,"Ithaca, NE","HWWpanel_2012_Mead","3","BYRD",172,NA,32.8
1,"Ithaca, NE","HWWpanel_2012_Mead","4","CAPROCK",155,NA,31.9
1,"Ithaca, NE","HWWpanel_2012_Mead","1","CAPROCK",190,NA,30.5
1,"Ithaca, NE","HWWpanel_2012_Mead","2","CAPROCK",255,NA,30.2
1,"Ithaca, NE","HWWpanel_2012_Mead","3","CAPROCK",164,NA,33
1,"Ithaca, NE","HWWpanel_2012_Mead","4","CARSON",197,NA,32
1,"Ithaca, NE","HWWpanel_2012_Mead","1","CARSON",172,NA,32.2
1,"Ithaca, NE","HWWpanel_2012_Mead","2","CARSON",194,NA,30.8
1,"Ithaca, NE","HWWpanel_2012_Mead","3","CARSON",182,NA,29.9
1,"Ithaca, NE","HWWpanel_2012_Mead","4","CENTERFIELD",190,NA,34.1
1,"Ithaca, NE","HWWpanel_2012_Mead","1","CENTERFIELD",170,NA,31.6
1,"Ithaca, NE","HWWpanel_2012_Mead","2","CENTERFIELD",221,NA,29.2
1,"Ithaca, NE","HWWpanel_2012_Mead","3","CENTERFIELD",219,NA,34.1
1,"Ithaca, NE","HWWpanel_2012_Mead","4","CENTURA",200,NA,32.1
1,"Ithaca, NE","HWWpanel_2012_Mead","2","CENTURA",177,NA,29
1,"Ithaca, NE","HWWpanel_2012_Mead","1","CENTURA",190,NA,31.2
1,"Ithaca, NE","HWWpanel_2012_Mead","3","CENTURA",167,NA,26.6
1,"Ithaca, NE","HWWpanel_2012_Mead","4","CENTURK78",181,NA,30.6
1,"Ithaca, NE","HWWpanel_2012_Mead","2","CENTURK78",259,NA,27.5
1,"Ithaca, NE","HWWpanel_2012_Mead","1","CENTURK78",146,NA,27.6
1,"Ithaca, NE","HWWpanel_2012_Mead","3","CENTURK78",182,NA,29.1
1,"Ithaca, NE","HWWpanel_2012_Mead","4","CENTURY",171,NA,26.4
1,"Ithaca, NE","HWWpanel_2012_Mead","2","CENTURY",210,NA,27.4
1,"Ithaca, NE","HWWpanel_2012_Mead","1","CENTURY",88.34,2834.444444,60
1,"Ithaca, NE","HWWpanel_2012_Mead","3","CENTURY",213,NA,26.3
1,"Ithaca, NE","HWWpanel_2012_Mead","4","CHENEY",167,NA,30.6
1,"Ithaca, NE","HWWpanel_2012_Mead","1","CHENEY",187,NA,31.6
1,"Ithaca, NE","HWWpanel_2012_Mead","2","CHENEY",249,NA,29.5
1,"Ithaca, NE","HWWpanel_2012_Mead","3","CHENEY",172,NA,30.7
1,"Ithaca, NE","HWWpanel_2012_Mead","4","CHEYENNE",197,NA,31
1,"Ithaca, NE","HWWpanel_2012_Mead","1","CHEYENNE",168,NA,30
1,"Ithaca, NE","HWWpanel_2012_Mead","2","CHEYENNE",158,NA,31.2
1,"Ithaca, NE","HWWpanel_2012_Mead","3","CHEYENNE",223,NA,30.1
1,"Ithaca, NE","HWWpanel_2012_Mead","4","CHISHOLM",194,NA,37
1,"Ithaca, NE","HWWpanel_2012_Mead","1","CHISHOLM",90.03,2001.111111,74
1,"Ithaca, NE","HWWpanel_2012_Mead","2","CHISHOLM",220,NA,36.9
1,"Ithaca, NE","HWWpanel_2012_Mead","3","CHISHOLM",165,NA,37.8
1,"Ithaca, NE","HWWpanel_2012_Mead","4","CO03064",137,NA,32.7
1,"Ithaca, NE","HWWpanel_2012_Mead","1","CO03064",172,NA,30.1
1,"Ithaca, NE","HWWpanel_2012_Mead","2","CO03064",212,NA,30.7
1,"Ithaca, NE","HWWpanel_2012_Mead","3","CO03064",202,NA,30.1
1,"Ithaca, NE","HWWpanel_2012_Mead","4","CO03W043",155,NA,33
1,"Ithaca, NE","HWWpanel_2012_Mead","1","CO03W043",177,NA,34.8
1,"Ithaca, NE","HWWpanel_2012_Mead","2","CO03W043",199,NA,32.7
1,"Ithaca, NE","HWWpanel_2012_Mead","3","CO03W043",198,NA,33.8
1,"Ithaca, NE","HWWpanel_2012_Mead","4","CO04025",173,NA,37
1,"Ithaca, NE","HWWpanel_2012_Mead","1","CO04025",182,NA,33.4
1,"Ithaca, NE","HWWpanel_2012_Mead","2","CO04025",251,NA,33.2
1,"Ithaca, NE","HWWpanel_2012_Mead","3","CO04025",187,NA,33.1
1,"Ithaca, NE","HWWpanel_2012_Mead","4","CO04393",143,NA,38.6
1,"Ithaca, NE","HWWpanel_2012_Mead","1","CO04393",163,NA,35
1,"Ithaca, NE","HWWpanel_2012_Mead","2","CO04393",187,NA,36.2
1,"Ithaca, NE","HWWpanel_2012_Mead","3","CO04393",136,NA,38
1,"Ithaca, NE","HWWpanel_2012_Mead","4","CO04499",104,NA,39.6
1,"Ithaca, NE","HWWpanel_2012_Mead","1","CO04499",199,NA,36.6
1,"Ithaca, NE","HWWpanel_2012_Mead","2","CO04499",208,NA,36.5
1,"Ithaca, NE","HWWpanel_2012_Mead","3","CO04499",150,NA,36.1
1,"Ithaca, NE","HWWpanel_2012_Mead","4","CO050337-2",208,NA,35.8
1,"Ithaca, NE","HWWpanel_2012_Mead","1","CO050337-2",153,NA,34.9
1,"Ithaca, NE","HWWpanel_2012_Mead","2","CO050337-2",214,NA,33.7
1,"Ithaca, NE","HWWpanel_2012_Mead","3","CO050337-2",151,NA,32.7
1,"Ithaca, NE","HWWpanel_2012_Mead","4","CO07W245",204,NA,35.1
1,"Ithaca, NE","HWWpanel_2012_Mead","1","CO07W245",178,NA,35.2
1,"Ithaca, NE","HWWpanel_2012_Mead","2","CO07W245",218,NA,29.1
1,"Ithaca, NE","HWWpanel_2012_Mead","3","CO07W245",237,NA,35.3
1,"Ithaca, NE","HWWpanel_2012_Mead","4","CO940610",223,NA,37.1
1,"Ithaca, NE","HWWpanel_2012_Mead","1","CO940610",103,NA,37
1,"Ithaca, NE","HWWpanel_2012_Mead","2","CO940610",165,NA,32.7
1,"Ithaca, NE","HWWpanel_2012_Mead","3","CO940610",176,NA,37
1,"Ithaca, NE","HWWpanel_2012_Mead","4","COLT",231,NA,31
1,"Ithaca, NE","HWWpanel_2012_Mead","2","COLT",267,NA,31.6
1,"Ithaca, NE","HWWpanel_2012_Mead","1","COLT",251,NA,35.2
1,"Ithaca, NE","HWWpanel_2012_Mead","3","COLT",198,NA,34.9
